Federal_Provider_Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Description,Deficiency Tag Number,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Location,Processing Date,,
465104,OREM REHABILITATION AND NURSING CENTER,575 EAST 1400 SOUTH,OREM,UT,84097,06/15/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide necessary care and services to maintain or improve the highest well being of each resident .,309,G,"Deficient, Provider has date of correction",07/31/2017 12:00:00 AM,3,false,true,"575 EAST 1400 SOUTH OREM, UT 84097 (40.271489, -111.681473)",04/01/2020 12:00:00 AM,,
465067,ROCKY MOUNTAIN CARE - CLEARFIELD,1481 EAST 1450 SOUTH,CLEARFIELD,UT,84015,01/10/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Provide appropriate treatment and care according to orders, resident�s preferences and goals.",684,D,"Deficient, Provider has date of correction",02/15/2019 12:00:00 AM,2,true,false,"1481 EAST 1450 SOUTH CLEARFIELD, UT 84015 (41.092837, -111.997821)",04/01/2020 12:00:00 AM,,
465097,HERITAGE CARE CENTER,350 EAST 300 NORTH,AMERICAN FORK,UT,84003,12/13/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,689,E,"Deficient, Provider has date of correction",02/06/2019 12:00:00 AM,2,true,false,"350 EAST 300 NORTH AMERICAN FORK, UT 84003 (40.383001, -111.78915)",04/01/2020 12:00:00 AM,,
465057,FOUR CORNERS REGIONAL CARE CENTER,818 NORTH 400 WEST,BLANDING,UT,84511,12/08/2016 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that each resident's 1) entire drug/medication regimen is free from unnecessary drugs, and 2) is managed and monitored to achieve highest level of well-being.,329,D,"Deficient, Provider has date of correction",02/01/2017 12:00:00 AM,3,true,false,"818 NORTH 400 WEST BLANDING, UT 84511 (37.637292, -109.484984)",04/01/2020 12:00:00 AM,
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,85 EAST 2000 NORTH,TOOELE,UT,84074,05/24/2017 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Keep the rate of medication errors (wrong drug, wrong dose, wrong time) to less than 5%.",332,D,"Deficient, Provider has date of correction",06/23/2017 12:00:00 AM,3,true,false,"85 EAST 2000 NORTH TOOELE, UT 84074 (40.565527, -112.301094)",04/01/2020 12:00:00 AM,,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,06/24/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",761,E,"Deficient, Provider has date of correction",08/16/2019 12:00:00 AM,1,true,false,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465112,LIFE CARE CENTER OF BOUNTIFUL,460 WEST 2600 SOUTH,BOUNTIFUL,UT,84010,01/10/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",657,E,"Deficient, Provider has date of correction",03/04/2019 12:00:00 AM,2,true,false,"460 WEST 2600 SOUTH BOUNTIFUL, UT 84010 (40.861574, -111.885632)",04/01/2020 12:00:00 AM,,
465003,HERITAGE PARK HEALTHCARE AND REHABILITATION,2700 WEST 5600 SOUTH,ROY,UT,84067,01/17/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Provide safe, appropriate pain management for a resident who requires such services.",697,D,"Deficient, Provider has date of correction",03/01/2018 12:00:00 AM,2,true,false,"2700 WEST 5600 SOUTH ROY, UT 84067 (41.161662, -112.045195)",04/01/2020 12:00:00 AM,,
465072,CITY CREEK POST-ACUTE,165 SOUTH 1000 EAST,SALT LAKE CITY,UT,84102,11/07/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",580,D,"Deficient, Provider has date of correction",12/18/2019 12:00:00 AM,1,true,false,"165 SOUTH 1000 EAST SALT LAKE CITY, UT 84102 (40.765707, -111.862465)",04/01/2020 12:00:00 AM,,
465072,CITY CREEK POST-ACUTE,165 SOUTH 1000 EAST,SALT LAKE CITY,UT,84102,08/03/2017 12:00:00 AM,Health,false,Environmental Deficiencies,Make sure that a working call system is available in each resident's room or bathroom and bathing area.,463,D,"Deficient, Provider has date of correction",08/30/2017 12:00:00 AM,3,true,false,"165 SOUTH 1000 EAST SALT LAKE CITY, UT 84102 (40.765707, -111.862465)",04/01/2020 12:00:00 AM,,
465006,MT OLYMPUS REHABILITATION CENTER,2200 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,05/23/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",761,D,"Deficient, Provider has date of correction",07/08/2019 12:00:00 AM,1,true,false,"2200 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699837, -111.827709)",04/01/2020 12:00:00 AM,,
465006,MT OLYMPUS REHABILITATION CENTER,2200 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,04/30/2018 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",580,E,"Deficient, Provider has date of correction",06/15/2018 12:00:00 AM,2,true,true,"2200 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699837, -111.827709)",04/01/2020 12:00:00 AM,,
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,12/01/2016 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Develop a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",279,E,"Deficient, Provider has date of correction",12/16/2016 12:00:00 AM,3,true,false,"4090 WEST PIONEER PARKWAY WEST VALLEY CITY, UT 84120 (40.69839, -111.988691)",04/01/2020 12:00:00 AM,,
465062,SOUTH DAVIS COMMUNITY CARE CENTER,401 SOUTH 400 EAST,BOUNTIFUL,UT,84010,02/27/2018 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Encode each resident�s assessment data and transmit these data to the State within 7 days of assessment.,640,D,"Deficient, Provider has date of correction",05/07/2018 12:00:00 AM,2,true,false,"401 SOUTH 400 EAST BOUNTIFUL, UT 84010 (40.884928, -111.872356)",04/01/2020 12:00:00 AM,,
465100,PARAMOUNT HEALTH AND REHABILITATION,4035 SOUTH 500 EAST,SALT LAKE CITY,UT,84107,01/23/2017 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,Hire sufficient dietary support personnel.,362,E,"Deficient, Provider has date of correction",03/20/2017 12:00:00 AM,3,true,false,"4035 SOUTH 500 EAST SALT LAKE CITY, UT 84107 (40.683968, -111.877005)",04/01/2020 12:00:00 AM,,
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,85 EAST 2000 NORTH,TOOELE,UT,84074,08/16/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",761,E,"Deficient, Provider has date of correction",09/15/2018 12:00:00 AM,2,true,false,"85 EAST 2000 NORTH TOOELE, UT 84074 (40.565527, -112.301094)",04/01/2020 12:00:00 AM,,
465066,AVALON WEST HEALTH & REHABILITATION,6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84123,09/13/2018 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",584,E,"Deficient, Provider has date of correction",11/08/2018 12:00:00 AM,2,true,true,"6246 SOUTH REDWOOD ROAD SALT LAKE CITY, UT 84123 (40.637753, -111.938793)",04/01/2020 12:00:00 AM,,
465066,AVALON WEST HEALTH & REHABILITATION,6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84123,09/13/2018 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Ensure each resident receives and the facility provides food that accommodates resident allergies, intolerances, and preferences, as well as appealing options.",806,E,"Deficient, Provider has date of correction",11/08/2018 12:00:00 AM,2,true,true,"6246 SOUTH REDWOOD ROAD SALT LAKE CITY, UT 84123 (40.637753, -111.938793)",04/01/2020 12:00:00 AM,,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,05/01/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide care and assistance to perform activities of daily living for any resident who is unable.,677,D,"Deficient, Provider has date of correction",06/30/2018 12:00:00 AM,2,true,true,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465101,HURRICANE HEALTH AND REHABILITATION,416 NORTH STATE STREET,HURRICANE,UT,84737,07/20/2016 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Maintain drug records and properly mark/label drugs and other similar products according to accepted professional standards.,431,E,"Deficient, Provider has date of correction",09/09/2016 12:00:00 AM,3,true,false,"416 NORTH STATE STREET HURRICANE, UT 84737 (37.182825, -113.282741)",04/01/2020 12:00:00 AM,,
465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,265 NORTH 300 WEST,ROOSEVELT,UT,84066,06/06/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Provide timely notification to the resident, and if applicable to the resident representative and ombudsman, before transfer or discharge, including appeal rights.",623,D,"Deficient, Provider has date of correction",07/09/2019 12:00:00 AM,1,true,false,"265 NORTH 300 WEST ROOSEVELT, UT 84066 (40.302939, -109.997087)",04/01/2020 12:00:00 AM,,
465094,WOODLAND PARK REHABILITATION AND CARE CENTER,3855 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,08/19/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Provide safe, appropriate pain management for a resident who requires such services.",697,D,"Deficient, Provider has date of correction",10/07/2019 12:00:00 AM,1,true,false,"3855 SOUTH 700 EAST SALT LAKE CITY, UT 84106 (40.688771, -111.871385)",04/01/2020 12:00:00 AM,,
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,06/15/2017 12:00:00 AM,Health,false,Resident Rights Deficiencies,Provide proof that residents' personal money that is deposited with the nursing home is secure.,161,F,"Deficient, Provider has date of correction",08/14/2017 12:00:00 AM,3,false,true,"5865 SOUTH WASATCH DRIVE OGDEN, UT 84403 (41.15672, -111.935759)",04/01/2020 12:00:00 AM,,
465088,MISSION AT ALPINE REHABILITATION CENTER,25 EAST ALPINE AVENUE,PLEASANT GROVE,UT,84062,01/24/2019 12:00:00 AM,Health,false,Administration Deficiencies,"Provide timely, quality laboratory services/tests to meet the needs of residents.",770,E,"Deficient, Provider has date of correction",02/28/2019 12:00:00 AM,2,true,false,,04/01/2020 12:00:00 AM,,
465049,SPRING CREEK HEALTHCARE CENTER,4600 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,UT,84117,05/23/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,Honor the resident's right to and the facility must promote and facilitate resident self-determination through support of resident choice.,561,D,"Deficient, Provider has date of correction",07/01/2019 12:00:00 AM,1,true,false,"4600 SOUTH HIGHLAND DRIVE SALT LAKE CITY, UT 84117 (40.671717, -111.840756)",04/01/2020 12:00:00 AM,,
465100,PARAMOUNT HEALTH AND REHABILITATION,4035 SOUTH 500 EAST,SALT LAKE CITY,UT,84107,01/23/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Assist those residents who need help with eating/drinking, grooming and personal and oral hygiene.",312,D,"Deficient, Provider has date of correction",03/20/2017 12:00:00 AM,3,true,false,"4035 SOUTH 500 EAST SALT LAKE CITY, UT 84107 (40.683968, -111.877005)",04/01/2020 12:00:00 AM,,
465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,265 NORTH 300 WEST,ROOSEVELT,UT,84066,12/08/2016 12:00:00 AM,Health,false,Environmental Deficiencies,Ensure that a nursing home area is free from accident hazards and provide adequate supervision to prevent avoidable accidents.,323,D,"Deficient, Provider has date of correction",01/10/2017 12:00:00 AM,3,true,false,"265 NORTH 300 WEST ROOSEVELT, UT 84066 (40.302939, -109.997087)",04/01/2020 12:00:00 AM,,
465079,SUNSHINE TERRACE FOUNDATION,248 WEST 300 NORTH,LOGAN,UT,84321,12/19/2019 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",812,E,"Deficient, Provider has date of correction",02/02/2020 12:00:00 AM,1,true,false,"248 WEST 300 NORTH LOGAN, UT 84321 (41.737251, -111.840935)",04/01/2020 12:00:00 AM,,
465104,OREM REHABILITATION AND NURSING CENTER,575 EAST 1400 SOUTH,OREM,UT,84097,06/15/2017 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,Make sure that paid feeding assistants 1) completed training, 2) work under the supervision of a RN or LPN, and 3) feed only residents who have no complicated feeding problems.,373,D,"Deficient, Provider has date of correction",07/31/2017 12:00:00 AM,3,false,true,"575 EAST 1400 SOUTH OREM, UT 84097 (40.271489, -111.681473)",04/01/2020 12:00:00 AM
465059,RICHFIELD REHABILITATION AND CARE CENTER,163 EAST 1000 NORTH,RICHFIELD,UT,84701,08/29/2017 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that each resident's 1) entire drug/medication regimen is free from unnecessary drugs, and 2) is managed and monitored to achieve highest level of well-being.,329,D,"Deficient, Provider has date of correction",10/13/2017 12:00:00 AM,3,true,false,"163 EAST 1000 NORTH RICHFIELD, UT 84701 (38.782021, -112.082676)",04/01/2020 12:00:00 AM,
465096,CANYON RIM CARE CENTER,2730 EAST 3300 SOUTH,SALT LAKE CITY,UT,84109,01/18/2017 12:00:00 AM,Health,false,Environmental Deficiencies,"Have a program that investigates, controls and keeps infection from spreading.",441,E,"Deficient, Provider has date of correction",03/15/2017 12:00:00 AM,3,true,false,"2730 EAST 3300 SOUTH SALT LAKE CITY, UT 84109 (40.699803, -111.814113)",04/01/2020 12:00:00 AM,,
465064,ST GEORGE REHABILITATION,1032 EAST 100 SOUTH,ST GEORGE,UT,84770,03/08/2018 12:00:00 AM,Health,false,Resident Rights Deficiencies,Honor the resident's right to be treated with respect and dignity and to retain and use personal possessions.,557,E,"Deficient, Provider has date of correction",05/03/2018 12:00:00 AM,2,true,false,"1032 EAST 100 SOUTH ST GEORGE, UT 84770 (37.10639, -113.561074)",04/01/2020 12:00:00 AM,,
465088,MISSION AT ALPINE REHABILITATION CENTER,25 EAST ALPINE AVENUE,PLEASANT GROVE,UT,84062,07/07/2016 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",371,E,"Deficient, Provider has date of correction",08/01/2016 12:00:00 AM,3,true,false,,04/01/2020 12:00:00 AM,,
465074,WILLOW WOOD CARE CENTER,1205 EAST 4725 SOUTH,SALT LAKE CITY,UT,84117,09/17/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide activities to meet all resident's needs.,679,D,"Deficient, Provider has date of correction",11/07/2018 12:00:00 AM,2,true,false,"1205 EAST 4725 SOUTH SALT LAKE CITY, UT 84117 (40.6675, -111.857216)",04/01/2020 12:00:00 AM,,
465115,THE TERRACE AT MT OGDEN,400 EAST 5350 SOUTH,OGDEN,UT,84405,12/13/2017 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Ensure services provided by the nursing facility meet professional standards of quality.,658,D,"Deficient, Provider has date of correction",01/12/2018 12:00:00 AM,3,false,true,"400 EAST 5350 SOUTH OGDEN, UT 84405 (41.166107, -111.970993)",04/01/2020 12:00:00 AM,,
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,85 EAST 2000 NORTH,TOOELE,UT,84074,08/15/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,Not transfer or discharge a resident without an adequate reason, and must provide documentation and convey specific information  when a resident is transferred or discharged.,622,D,"Deficient, Provider has date of correction",10/15/2019 12:00:00 AM,1,true,false,"85 EAST 2000 NORTH TOOELE, UT 84074 (40.565527, -112.301094)",04/01/2020 12:00:00 AM,
465101,HURRICANE HEALTH AND REHABILITATION,416 NORTH STATE STREET,HURRICANE,UT,84737,07/20/2016 12:00:00 AM,Health,false,Environmental Deficiencies,Ensure that a nursing home area is free from accident hazards and provide adequate supervision to prevent avoidable accidents.,323,E,"Deficient, Provider has date of correction",09/09/2016 12:00:00 AM,3,true,false,"416 NORTH STATE STREET HURRICANE, UT 84737 (37.182825, -113.282741)",04/01/2020 12:00:00 AM,,
465097,HERITAGE CARE CENTER,350 EAST 300 NORTH,AMERICAN FORK,UT,84003,12/05/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",761,E,"Deficient, Provider has date of correction",01/20/2020 12:00:00 AM,1,true,false,"350 EAST 300 NORTH AMERICAN FORK, UT 84003 (40.383001, -111.78915)",04/01/2020 12:00:00 AM,,
465108,COPPER RIDGE HEALTH CARE,3706 WEST 9000 SOUTH,WEST JORDAN,UT,84088,05/17/2017 12:00:00 AM,Health,false,Environmental Deficiencies,Ensure that a nursing home area is free from accident hazards and provide adequate supervision to prevent avoidable accidents.,323,E,"Deficient, Provider has date of correction",06/16/2017 12:00:00 AM,3,true,false,"3706 WEST 9000 SOUTH WEST JORDAN, UT 84088 (40.587904, -111.979389)",04/01/2020 12:00:00 AM,,
